FilePath,Severity,ControlName,FailedResources,AllResources,ComplianceScore
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-rotation/role_binding.yaml,High,Applications credentials in configuration files,2,4,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-rotation/role_binding.yaml,Medium,Cluster internal networking,8,12,33.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-rotation/role_binding.yaml,High,Secret/etcd encryption enabled,15,15,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-rotation/._role_binding.yaml,High,Applications credentials in configuration files,0,11,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-rotation/._role_binding.yaml,Medium,Cluster internal networking,4,9,55.56
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-rotation/._role_binding.yaml,High,Secret/etcd encryption enabled,13,14,7.14
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-syncsecret/role.yaml,High,Applications credentials in configuration files,2,4,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-syncsecret/role.yaml,Medium,Cluster internal networking,1,11,90.91
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-syncsecret/role.yaml,High,Secret/etcd encryption enabled,6,14,57.14
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-syncsecret/._role.yaml,High,Applications credentials in configuration files,14,15,6.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-syncsecret/._role.yaml,Medium,Cluster internal networking,10,15,33.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-syncsecret/._role.yaml,High,Secret/etcd encryption enabled,7,8,12.5
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-syncsecret/role_binding.yaml,High,Applications credentials in configuration files,11,18,38.89
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-syncsecret/role_binding.yaml,Medium,Cluster internal networking,8,19,57.89
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-syncsecret/role_binding.yaml,High,Secret/etcd encryption enabled,5,5,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-syncsecret/._role_binding.yaml,High,Applications credentials in configuration files,2,16,87.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-syncsecret/._role_binding.yaml,Medium,Cluster internal networking,5,16,68.75
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-syncsecret/._role_binding.yaml,High,Secret/etcd encryption enabled,9,20,55.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-tokenrequest/role.yaml,High,Applications credentials in configuration files,1,13,92.31
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-tokenrequest/role.yaml,Medium,Cluster internal networking,2,5,60.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-tokenrequest/role.yaml,High,Secret/etcd encryption enabled,4,12,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-tokenrequest/._role.yaml,High,Applications credentials in configuration files,13,17,23.53
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-tokenrequest/._role.yaml,Medium,Cluster internal networking,7,8,12.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-tokenrequest/._role.yaml,High,Secret/etcd encryption enabled,7,14,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-tokenrequest/role_binding.yaml,High,Applications credentials in configuration files,2,4,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-tokenrequest/role_binding.yaml,Medium,Cluster internal networking,8,16,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-tokenrequest/role_binding.yaml,High,Secret/etcd encryption enabled,0,4,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-tokenrequest/._role_binding.yaml,High,Applications credentials in configuration files,11,15,26.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-tokenrequest/._role_binding.yaml,Medium,Cluster internal networking,5,19,73.68
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/config/rbac-tokenrequest/._role_binding.yaml,High,Secret/etcd encryption enabled,1,3,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/role-secretproviderclasses-viewer.yaml,High,Applications credentials in configuration files,1,17,94.12
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/role-secretproviderclasses-viewer.yaml,Medium,Cluster internal networking,1,7,85.71
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/role-secretproviderclasses-viewer.yaml,High,Secret/etcd encryption enabled,10,10,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._role-secretproviderclasses-viewer.yaml,High,Applications credentials in configuration files,5,14,64.29
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._role-secretproviderclasses-viewer.yaml,Medium,Cluster internal networking,1,15,93.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._role-secretproviderclasses-viewer.yaml,High,Secret/etcd encryption enabled,7,7,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/role-secretproviderclasses-admin.yaml,High,Applications credentials in configuration files,5,14,64.29
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/role-secretproviderclasses-admin.yaml,Medium,Cluster internal networking,2,17,88.24
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/role-secretproviderclasses-admin.yaml,High,Secret/etcd encryption enabled,5,7,28.57
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._role-secretproviderclasses-admin.yaml,High,Applications credentials in configuration files,10,15,33.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._role-secretproviderclasses-admin.yaml,Medium,Cluster internal networking,3,11,72.73
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._role-secretproviderclasses-admin.yaml,High,Secret/etcd encryption enabled,0,6,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/secrets-store.csi.x-k8s.io_secretproviderclasspodstatuses.yaml,High,Applications credentials in configuration files,7,8,12.5
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/secrets-store.csi.x-k8s.io_secretproviderclasspodstatuses.yaml,Medium,Cluster internal networking,12,19,36.84
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/secrets-store.csi.x-k8s.io_secretproviderclasspodstatuses.yaml,High,Secret/etcd encryption enabled,3,20,85.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._secrets-store.csi.x-k8s.io_secretproviderclasspodstatuses.yaml,High,Applications credentials in configuration files,4,11,63.64
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._secrets-store.csi.x-k8s.io_secretproviderclasspodstatuses.yaml,Medium,Cluster internal networking,6,17,64.71
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._secrets-store.csi.x-k8s.io_secretproviderclasspodstatuses.yaml,High,Secret/etcd encryption enabled,11,12,8.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/secrets-store-csi-driver.yaml,High,Applications credentials in configuration files,6,18,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/secrets-store-csi-driver.yaml,Medium,Cluster internal networking,1,6,83.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/secrets-store-csi-driver.yaml,High,Secret/etcd encryption enabled,3,5,40.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._secrets-store-csi-driver.yaml,High,Applications credentials in configuration files,7,8,12.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._secrets-store-csi-driver.yaml,Medium,Cluster internal networking,5,5,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._secrets-store-csi-driver.yaml,High,Secret/etcd encryption enabled,10,13,23.08
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/rbac-secretprovidersyncing.yaml,High,Applications credentials in configuration files,11,14,21.43
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/rbac-secretprovidersyncing.yaml,Medium,Cluster internal networking,4,5,20.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/rbac-secretprovidersyncing.yaml,High,Secret/etcd encryption enabled,9,20,55.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._rbac-secretprovidersyncing.yaml,High,Applications credentials in configuration files,2,12,83.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._rbac-secretprovidersyncing.yaml,Medium,Cluster internal networking,5,8,37.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._rbac-secretprovidersyncing.yaml,High,Secret/etcd encryption enabled,7,19,63.16
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/rbac-secretproviderclass.yaml,High,Applications credentials in configuration files,1,6,83.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/rbac-secretproviderclass.yaml,Medium,Cluster internal networking,3,7,57.14
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/rbac-secretproviderclass.yaml,High,Secret/etcd encryption enabled,0,18,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._rbac-secretproviderclass.yaml,High,Applications credentials in configuration files,8,14,42.86
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._rbac-secretproviderclass.yaml,Medium,Cluster internal networking,7,14,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._rbac-secretproviderclass.yaml,High,Secret/etcd encryption enabled,4,20,80.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/rbac-secretprovidertokenrequest.yaml,High,Applications credentials in configuration files,0,5,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/rbac-secretprovidertokenrequest.yaml,Medium,Cluster internal networking,6,12,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/rbac-secretprovidertokenrequest.yaml,High,Secret/etcd encryption enabled,16,18,11.11
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._rbac-secretprovidertokenrequest.yaml,High,Applications credentials in configuration files,13,16,18.75
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._rbac-secretprovidertokenrequest.yaml,Medium,Cluster internal networking,1,5,80.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._rbac-secretprovidertokenrequest.yaml,High,Secret/etcd encryption enabled,10,13,23.08
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/secrets-store-csi-driver-windows.yaml,High,Applications credentials in configuration files,3,5,40.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/secrets-store-csi-driver-windows.yaml,Medium,Cluster internal networking,16,17,5.88
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/secrets-store-csi-driver-windows.yaml,High,Secret/etcd encryption enabled,2,14,85.71
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._secrets-store-csi-driver-windows.yaml,High,Applications credentials in configuration files,20,20,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._secrets-store-csi-driver-windows.yaml,Medium,Cluster internal networking,2,8,75.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._secrets-store-csi-driver-windows.yaml,High,Secret/etcd encryption enabled,16,16,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/role-secretproviderclasspodstatuses-viewer.yaml,High,Applications credentials in configuration files,0,4,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/role-secretproviderclasspodstatuses-viewer.yaml,Medium,Cluster internal networking,4,19,78.95
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/role-secretproviderclasspodstatuses-viewer.yaml,High,Secret/etcd encryption enabled,2,12,83.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._role-secretproviderclasspodstatuses-viewer.yaml,High,Applications credentials in configuration files,5,8,37.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._role-secretproviderclasspodstatuses-viewer.yaml,Medium,Cluster internal networking,5,10,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._role-secretproviderclasspodstatuses-viewer.yaml,High,Secret/etcd encryption enabled,9,19,52.63
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/rbac-secretproviderrotation.yaml,High,Applications credentials in configuration files,2,5,60.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/rbac-secretproviderrotation.yaml,Medium,Cluster internal networking,8,9,11.11
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/rbac-secretproviderrotation.yaml,High,Secret/etcd encryption enabled,2,11,81.82
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._rbac-secretproviderrotation.yaml,High,Applications credentials in configuration files,9,12,25.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._rbac-secretproviderrotation.yaml,Medium,Cluster internal networking,2,20,90.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._rbac-secretproviderrotation.yaml,High,Secret/etcd encryption enabled,5,19,73.68
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/secrets-store.csi.x-k8s.io_secretproviderclasses.yaml,High,Applications credentials in configuration files,2,7,71.43
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/secrets-store.csi.x-k8s.io_secretproviderclasses.yaml,Medium,Cluster internal networking,13,13,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/secrets-store.csi.x-k8s.io_secretproviderclasses.yaml,High,Secret/etcd encryption enabled,0,4,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._secrets-store.csi.x-k8s.io_secretproviderclasses.yaml,High,Applications credentials in configuration files,0,5,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._secrets-store.csi.x-k8s.io_secretproviderclasses.yaml,Medium,Cluster internal networking,10,11,9.09
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/deploy/._secrets-store.csi.x-k8s.io_secretproviderclasses.yaml,High,Secret/etcd encryption enabled,9,9,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/leader_election_role_binding.yaml,High,Applications credentials in configuration files,0,16,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/leader_election_role_binding.yaml,Medium,Cluster internal networking,17,18,5.56
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/leader_election_role_binding.yaml,High,Secret/etcd encryption enabled,10,12,16.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._leader_election_role_binding.yaml,High,Applications credentials in configuration files,7,12,41.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._leader_election_role_binding.yaml,Medium,Cluster internal networking,10,10,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._leader_election_role_binding.yaml,High,Secret/etcd encryption enabled,9,15,40.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/role.yaml,High,Applications credentials in configuration files,2,17,88.24
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/role.yaml,Medium,Cluster internal networking,1,4,75.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/role.yaml,High,Secret/etcd encryption enabled,13,17,23.53
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._role.yaml,High,Applications credentials in configuration files,14,18,22.22
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._role.yaml,Medium,Cluster internal networking,5,9,44.44
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._role.yaml,High,Secret/etcd encryption enabled,5,7,28.57
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/pluginsubscription_viewer_role.yaml,High,Applications credentials in configuration files,11,13,15.38
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/pluginsubscription_viewer_role.yaml,Medium,Cluster internal networking,6,14,57.14
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/pluginsubscription_viewer_role.yaml,High,Secret/etcd encryption enabled,5,7,28.57
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._pluginsubscription_viewer_role.yaml,High,Applications credentials in configuration files,17,19,10.53
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._pluginsubscription_viewer_role.yaml,Medium,Cluster internal networking,2,6,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._pluginsubscription_viewer_role.yaml,High,Secret/etcd encryption enabled,7,10,30.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/leader_election_role.yaml,High,Applications credentials in configuration files,2,6,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/leader_election_role.yaml,Medium,Cluster internal networking,7,17,58.82
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/leader_election_role.yaml,High,Secret/etcd encryption enabled,1,7,85.71
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._leader_election_role.yaml,High,Applications credentials in configuration files,2,4,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._leader_election_role.yaml,Medium,Cluster internal networking,13,15,13.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._leader_election_role.yaml,High,Secret/etcd encryption enabled,2,10,80.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/clusterinsight_viewer_role.yaml,High,Applications credentials in configuration files,9,13,30.77
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/clusterinsight_viewer_role.yaml,Medium,Cluster internal networking,3,13,76.92
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/clusterinsight_viewer_role.yaml,High,Secret/etcd encryption enabled,7,8,12.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._clusterinsight_viewer_role.yaml,High,Applications credentials in configuration files,14,19,26.32
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._clusterinsight_viewer_role.yaml,Medium,Cluster internal networking,9,18,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._clusterinsight_viewer_role.yaml,High,Secret/etcd encryption enabled,0,18,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/role_binding.yaml,High,Applications credentials in configuration files,3,5,40.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/role_binding.yaml,Medium,Cluster internal networking,14,19,26.32
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/role_binding.yaml,High,Secret/etcd encryption enabled,3,10,70.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._role_binding.yaml,High,Applications credentials in configuration files,0,14,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._role_binding.yaml,Medium,Cluster internal networking,2,4,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._role_binding.yaml,High,Secret/etcd encryption enabled,15,18,16.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/service_account.yaml,High,Applications credentials in configuration files,8,12,33.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/service_account.yaml,Medium,Cluster internal networking,0,3,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/service_account.yaml,High,Secret/etcd encryption enabled,4,16,75.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._service_account.yaml,High,Applications credentials in configuration files,11,11,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._service_account.yaml,Medium,Cluster internal networking,12,14,14.29
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._service_account.yaml,High,Secret/etcd encryption enabled,11,15,26.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/auth_proxy_role.yaml,High,Applications credentials in configuration files,3,4,25.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/auth_proxy_role.yaml,Medium,Cluster internal networking,4,4,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/auth_proxy_role.yaml,High,Secret/etcd encryption enabled,6,20,70.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._auth_proxy_role.yaml,High,Applications credentials in configuration files,8,14,42.86
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._auth_proxy_role.yaml,Medium,Cluster internal networking,1,12,91.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._auth_proxy_role.yaml,High,Secret/etcd encryption enabled,14,15,6.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/clusterinsight_editor_role.yaml,High,Applications credentials in configuration files,8,20,60.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/clusterinsight_editor_role.yaml,Medium,Cluster internal networking,1,6,83.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/clusterinsight_editor_role.yaml,High,Secret/etcd encryption enabled,3,6,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._clusterinsight_editor_role.yaml,High,Applications credentials in configuration files,12,14,14.29
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._clusterinsight_editor_role.yaml,Medium,Cluster internal networking,8,13,38.46
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._clusterinsight_editor_role.yaml,High,Secret/etcd encryption enabled,12,14,14.29
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/pluginsubscription_editor_role.yaml,High,Applications credentials in configuration files,3,7,57.14
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/pluginsubscription_editor_role.yaml,Medium,Cluster internal networking,12,19,36.84
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/pluginsubscription_editor_role.yaml,High,Secret/etcd encryption enabled,1,19,94.74
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._pluginsubscription_editor_role.yaml,High,Applications credentials in configuration files,0,4,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._pluginsubscription_editor_role.yaml,Medium,Cluster internal networking,5,7,28.57
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/kubeeye/config/rbac/._pluginsubscription_editor_role.yaml,High,Secret/etcd encryption enabled,16,18,11.11
/tmp/kubescape_1itf8sji/YAMLfiles/repos/kubeeye/config/rbac/auth_proxy_client_clusterrole.yaml,High,Applications credentials in configuration files,4,17,76.47
